X,Y,Z,x,y,Lv [cd/m²],u',v',Tcp,duv,λd/λc,Pe,Δt,ErrCode,Sync Mode,Meas Speed,Averaging Times,Integration Time,Date,Time,,,,,,,,,,,,,,,,,,,,
474,2160.6252,2294.5847,3967.4697,0.256524681,0.272429299,2294.5847,0.17826277,0.425959025,15722.22935,0.007533097,480.5794083,31.41552095,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:40,,,,,,,,,,,,,,,,,,,,
475,2160.5,2294.4592,3967.2451,0.256524293,0.272429772,2294.4592,0.1782623,0.425959287,15722.22641,0.007533599,480.579575,31.41558993,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:41,,,,,,,,,,,,,,,,,,,,
476,2160.2632,2294.1863,3966.8535,0.256523628,0.272426524,2294.1863,0.178263004,0.425956994,15723.05053,0.007532415,480.5789943,31.41617518,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:42,,,,,,,,,,,,,,,,,,,,
477,2160.1829,2294.1226,3966.7185,0.256522592,0.272427985,2294.1226,0.178261676,0.425957828,15723.00193,0.007533853,480.5794814,31.41633618,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:43,,,,,,,,,,,,,,,,,,,,
478,2159.969,2293.8967,3966.3198,0.256522733,0.272428286,2293.8967,0.178261672,0.425958052,15722.9063,0.007533908,480.5795215,31.4162565,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:44,,,,,,,,,,,,,,,,,,,,
479,2159.7305,2293.6418,3966.0088,0.256518914,0.272424038,2293.6418,0.17826036,0.425954618,15724.69561,0.007534362,480.5792615,31.4179589,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:45,,,,,,,,,,,,,,,,,,,,
480,2159.4614,2293.3596,3965.4946,0.256519416,0.272424997,2293.3596,0.178260383,0.425955339,15724.37876,0.007534503,480.5793811,31.41768923,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:46,,,,,,,,,,,,,,,,,,,,
481,2159.4639,2293.3616,3965.4749,0.256520176,0.272425726,2293.3616,0.178260688,0.425955944,15724.04628,0.007534355,480.5794081,31.41736373,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:47,,,,,,,,,,,,,,,,,,,,
482,2159.2109,2293.0845,3965.1323,0.256516715,0.272421051,2293.0845,0.178259805,0.425952274,15725.83708,0.007534351,480.5789963,31.4190018,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:48,,,,,,,,,,,,,,,,,,,,
483,2159.1318,2293.009,3964.9246,0.256518359,0.272423807,2293.009,0.178260025,0.425954379,15724.87703,0.007534622,480.5793062,31.41816215,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:49,,,,,,,,,,,,,,,,,,,,
484,2158.8523,2292.7158,3964.4229,0.256517896,0.272423747,2292.7158,0.178259697,0.42595427,15725.00108,0.007534906,480.5793716,31.41831619,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:50,,,,,,,,,,,,,,,,,,,,
485,2158.6223,2292.4788,3964.0356,0.256516605,0.272423239,2292.4788,0.178258909,0.425953736,15725.41604,0.007535525,480.5794816,31.41878447,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:51,,,,,,,,,,,,,,,,,,,,
486,2158.4854,2292.3311,3963.739,0.256518054,0.272424503,2292.3311,0.178259536,0.425954804,15724.80829,0.007535179,480.5795062,31.41817881,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:52,,,,,,,,,,,,,,,,,,,,
487,2158.2554,2292.0764,3963.3704,0.256516733,0.27242186,2292.0764,0.178259519,0.425952823,15725.66734,0.007534745,480.5791657,31.41890287,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:53,,,,,,,,,,,,,,,,,,,,
488,2158.2061,2292.0403,3963.2698,0.256516544,0.272423591,2292.0403,0.178258732,0.425953965,15725.35884,0.007535744,480.5795671,31.41876336,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:54,,,,,,,,,,,,,,,,,,,,
489,2158.0327,2291.8628,3962.9519,0.256516325,0.27242415,2291.8628,0.178258359,0.42595431,15725.29753,0.007536173,480.5797232,31.4187686,6.53,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:55,,,,,,,,,,,,,,,,,,,,
490,2157.9009,2291.738,3962.7476,0.256514712,0.27242424,2291.738,0.178257104,0.425954132,15725.6683,0.007537312,480.5800153,31.4192707,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:56,,,,,,,,,,,,,,,,,,,,
491,2157.7681,2291.5972,3962.5986,0.256511812,0.272421188,2291.5972,0.178256043,0.425951641,15726.99213,0.007537744,480.5798548,31.42054359,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:57,,,,,,,,,,,,,,,,,,,,
492,2157.603,2291.4233,3962.2449,0.256513308,0.272422948,2291.4233,0.178256522,0.425953051,15726.27115,0.007537614,480.5799772,31.4198655,6.52,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:58,,,,,,,,,,,,,,,,,,,,
493,2157.3655,2291.156,3961.8589,0.256512238,0.27242002,2291.156,0.1782568,0.425950915,15727.128,0.007536868,480.5795336,31.42054262,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:27:59,,,,,,,,,,,,,,,,,,,,
494,2157.2122,2290.9905,3961.606,0.256511447,0.27241886,2290.9905,0.178256633,0.425950014,15727.55615,0.00753682,480.5794199,31.42092753,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:00,,,,,,,,,,,,,,,,,,,,
495,2157.0945,2290.8647,3961.3845,0.256511635,0.272418964,2290.8647,0.178256736,0.425950112,15727.4896,0.007536746,480.5794104,31.42085595,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:01,,,,,,,,,,,,,,,,,,,,
496,2156.9902,2290.7886,3961.1899,0.256510671,0.272422063,2290.7886,0.178254855,0.425952063,15727.08863,0.007538957,480.5802344,31.42080535,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:02,,,,,,,,,,,,,,,,,,,,
497,2156.908,2290.698,3961.0894,0.256509232,0.272420143,2290.698,0.17825448,0.425950553,15727.82845,0.007538967,480.5800681,31.4214835,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:03,,,,,,,,,,,,,,,,,,,,
498,2156.7322,2290.512,3960.7749,0.256508956,0.272419933,2290.512,0.178254348,0.42595037,15727.93798,0.007539049,480.5800701,31.4215954,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:04,,,,,,,,,,,,,,,,,,,,
499,2156.5283,2290.3018,3960.3606,0.256509978,0.272421773,2290.3018,0.178254438,0.425951765,15727.31499,0.007539281,480.5802898,31.42105876,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:05,,,,,,,,,,,,,,,,,,,,
500,2156.3381,2290.1147,3960.0508,0.256508318,0.272421783,2290.1147,0.178253178,0.425951526,15727.71353,0.007540412,480.5805726,31.42158489,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:06,,,,,,,,,,,,,,,,,,,,
501,2156.2292,2289.9797,3959.929,0.256506522,0.272417575,2289.9797,0.178253383,0.425948417,15729.00759,0.007539513,480.5799786,31.42264006,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:07,,,,,,,,,,,,,,,,,,,,
502,2156.1074,2289.8518,3959.729,0.256505755,0.272416933,2289.8518,0.178253041,0.42594787,15729.32403,0.007539711,480.5799715,31.4229577,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:08,,,,,,,,,,,,,,,,,,,,
503,2155.8831,2289.6262,3959.3098,0.256505592,0.272418261,2289.6262,0.178252424,0.425948743,15729.09186,0.007540489,480.5802823,31.42285661,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:09,,,,,,,,,,,,,,,,,,,,
504,2155.6658,2289.3718,3958.9121,0.256506271,0.272416171,2289.3718,0.178253714,0.425947431,15729.35537,0.007538978,480.5797218,31.42288158,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:10,,,,,,,,,,,,,,,,,,,,
505,2155.4929,2289.2141,3958.6042,0.256505186,0.272418103,2289.2141,0.178252175,0.425948576,15729.22209,0.007540685,480.5803175,31.42300382,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:11,,,,,,,,,,,,,,,,,,,,
506,2155.52,2289.2617,3958.6182,0.256505703,0.272420892,2289.2617,0.17825153,0.425950537,15728.52678,0.007541737,480.5808248,31.42251822,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:12,,,,,,,,,,,,,,,,,,,,
507,2155.2932,2289.0042,3958.3418,0.256501933,0.27241491,2289.0042,0.1782509,0.425945937,15730.66049,0.007541284,480.5801863,31.42440488,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:13,,,,,,,,,,,,,,,,,,,,
508,2155.0837,2288.7793,3957.8987,0.256503788,0.272416593,2288.7793,0.178251678,0.425947349,15729.86844,0.007540874,480.5802318,31.42362186,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:14,,,,,,,,,,,,,,,,,,,,
509,2154.8469,2288.532,3957.5291,0.256501666,0.272414839,2288.532,0.178250724,0.42594585,15730.73947,0.00754143,480.5802164,31.42449789,6.54,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:15,,,,,,,,,,,,,,,,,,,,
510,2154.8218,2288.4954,3957.5015,0.256501405,0.272413378,2288.4954,0.178251069,0.425944824,15731.10144,0.007540872,480.579949,31.42474915,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:16,,,,,,,,,,,,,,,,,,,,
511,2154.5862,2288.2825,3957.0022,0.256502299,0.27241877,2288.2825,0.178249742,0.425948599,15729.78241,0.007542977,480.5809478,31.42384398,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:17,,,,,,,,,,,,,,,,,,,,
512,2154.3831,2288.0654,3956.6506,0.256501688,0.272417955,2288.0654,0.178249583,0.425947958,15730.09666,0.007542982,480.5808772,31.42413196,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:18,,,,,,,,,,,,,,,,,,,,
513,2154.3113,2287.9937,3956.5234,0.256501407,0.272418198,2287.9937,0.178249279,0.425948081,15730.11485,0.007543295,480.5809767,31.42419339,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:19,,,,,,,,,,,,,,,,,,,,
514,2154.1646,2287.8372,3956.2832,0.256500536,0.27241719,2287.8372,0.178248995,0.425947271,15730.53144,0.007543379,480.580909,31.42458631,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:20,,,,,,,,,,,,,,,,,,,,
515,2153.9373,2287.5999,3955.9187,0.256498793,0.272415828,2287.5999,0.178248182,0.425946093,15731.23087,0.007543875,480.5809132,31.42529688,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:21,,,,,,,,,,,,,,,,,,,,
516,2153.8147,2287.4622,3955.6912,0.256499093,0.272415254,2287.4622,0.178248622,0.42594575,15731.27575,0.007543384,480.5807401,31.42526759,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:22,,,,,,,,,,,,,,,,,,,,
517,2153.5815,2287.217,3955.342,0.256496601,0.272412902,2287.217,0.17824761,0.425943792,15732.35866,0.00754389,480.5806598,31.4263301,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:23,,,,,,,,,,,,,,,,,,,,
518,2153.4849,2287.1392,3955.0952,0.256497963,0.272417302,2287.1392,0.178247006,0.425946966,15731.12948,0.007545179,480.5813678,31.42539058,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:24,,,,,,,,,,,,,,,,,,,,
519,2153.2813,2286.9146,3954.7646,0.256496895,0.272415171,2286.9146,0.178246989,0.425945368,15731.82345,0.007544832,480.581094,31.42597545,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:25,,,,,,,,,,,,,,,,,,,,
520,2153.2517,2286.853,3954.7192,0.256497542,0.272412266,2286.853,0.178248559,0.425943501,15732.26155,0.007542932,480.5803649,31.4261043,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:26,,,,,,,,,,,,,,,,,,,,
521,2153.0837,2286.6868,3954.4802,0.256495044,0.272411068,2286.6868,0.178247113,0.425942322,15733.11,0.007544024,480.580532,31.42703607,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:27,,,,,,,,,,,,,,,,,,,,
522,2152.8687,2286.4858,3954.0359,0.256495718,0.272415042,2286.4858,0.178246147,0.425945107,15732.13383,0.007545565,480.5812655,31.42636401,6.55,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:28,,,,,,,,,,,,,,,,,,,,
523,2152.8074,2286.4336,3953.9375,0.25649489,0.2724157,2286.4336,0.178245276,0.425945429,15732.19901,0.007546457,480.5815458,31.4265512,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:29,,,,,,,,,,,,,,,,,,,,
524,2152.647,2286.269,3953.7246,0.256492218,0.272413548,2286.269,0.178244053,0.425943579,15733.28491,0.007547187,480.5815386,31.42764823,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:30,,,,,,,,,,,,,,,,,,,,
525,2152.3796,2285.9868,3953.2627,0.256491269,0.272412755,2285.9868,0.17824363,0.425942903,15733.67618,0.007547431,480.5815299,31.42804083,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:31,,,,,,,,,,,,,,,,,,,,
526,2152.3853,2285.9756,3953.2959,0.256491102,0.272410521,2285.9756,0.178244333,0.425941369,15734.17385,0.007546422,480.5810818,31.42835131,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:32,,,,,,,,,,,,,,,,,,,,
527,2152.2566,2285.8372,3952.9966,0.256493077,0.272412415,2285.8372,0.178245124,0.425942941,15733.30913,0.007546034,480.5811517,31.42750557,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:33,,,,,,,,,,,,,,,,,,,,
528,2152.0063,2285.5769,3952.6501,0.256489447,0.272409219,2285.5769,0.178243564,0.425940245,15734.84002,0.007546889,480.5810839,31.42902699,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:34,,,,,,,,,,,,,,,,,,,,
529,2151.9333,2285.4988,3952.4888,0.256490297,0.272410053,2285.4988,0.178243897,0.425940934,15734.46405,0.007546732,480.5811182,31.42866101,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:35,,,,,,,,,,,,,,,,,,,,
530,2151.7407,2285.3013,3952.1514,0.256489581,0.272410134,2285.3013,0.178243326,0.425940883,15734.62031,0.007547258,480.5812565,31.42887903,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:36,,,,,,,,,,,,,,,,,,,,
531,2151.6592,2285.2275,3951.9636,0.256490356,0.272412478,2285.2275,0.178243041,0.425942581,15733.95333,0.007547911,480.5816253,31.42836283,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:37,,,,,,,,,,,,,,,,,,,,
532,2151.5381,2285.1177,3951.7927,0.256488205,0.272412437,2285.1177,0.178241429,0.425942235,15734.48113,0.007549349,480.5819802,31.42905084,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:38,,,,,,,,,,,,,,,,,,,,
533,2151.4124,2284.9805,3951.5593,0.256488395,0.272412199,2284.9805,0.178241661,0.425942102,15734.48406,0.0075491,480.5818971,31.42901792,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:39,,,,,,,,,,,,,,,,,,,,
534,2151.198,2284.7634,3951.1538,0.256488429,0.272413499,2284.7634,0.178241203,0.425942986,15734.20973,0.007549731,480.5821689,31.42885747,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:40,,,,,,,,,,,,,,,,,,,,
535,2151.0417,2284.592,3950.918,0.256487026,0.272411365,2284.592,0.178240934,0.425941336,15734.98541,0.00754961,480.5819511,31.42954903,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:41,,,,,,,,,,,,,,,,,,,,
536,2150.8455,2284.385,3950.6147,0.256485238,0.272409631,2284.385,0.178240225,0.4259399,15735.77218,0.00754995,480.5818835,31.4303167,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:42,,,,,,,,,,,,,,,,,,,,
537,2150.7366,2284.2705,3950.3911,0.256485923,0.272410498,2284.2705,0.178240422,0.425940587,15735.42917,0.007549921,480.5819524,31.42999908,6.62,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:43,,,,,,,,,,,,,,,,,,,,
538,2150.6226,2284.1497,3950.1804,0.256485955,0.272410565,2284.1497,0.178240421,0.425940637,15735.40791,0.007549933,480.5819613,31.42998138,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:44,,,,,,,,,,,,,,,,,,,,
539,2150.3328,2283.8384,3949.7085,0.256484215,0.272408298,2283.8384,0.178239946,0.425938848,15736.29232,0.007549974,480.5817722,31.43079532,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:45,,,,,,,,,,,,,,,,,,,,
540,2150.1379,2283.6541,3949.3281,0.256484206,0.272410996,2283.6541,0.178238937,0.42594067,15735.74197,0.007551336,480.5823491,31.43048734,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:46,,,,,,,,,,,,,,,,,,,,
541,2150.1792,2283.7117,3949.3828,0.256484433,0.272412876,2283.7117,0.17823841,0.425941973,15735.30229,0.007552127,480.5827116,31.43019869,6.57,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:47,,,,,,,,,,,,,,,,,,,,
542,2149.9661,2283.4773,3949.0259,0.256483624,0.272411054,2283.4773,0.178238475,0.425940623,15735.87073,0.00755176,480.5824599,31.43066562,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:48,,,,,,,,,,,,,,,,,,,,
543,2149.6907,2283.1897,3948.5742,0.256481816,0.27240972,2283.1897,0.178237603,0.425939454,15736.58043,0.007552315,480.5824808,31.4313934,6.56,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:49,,,,,,,,,,,,,,,,,,,,
544,2149.5776,2283.0654,3948.3806,0.256481511,0.272408898,2283.0654,0.178237677,0.425938853,15736.82248,0.007552108,480.582357,31.431585,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:50,,,,,,,,,,,,,,,,,,,,
545,2149.4446,2282.9358,3948.1428,0.256480956,0.272409699,2282.9358,0.178236959,0.425939312,15736.79265,0.007552887,480.5826218,31.43166926,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:51,,,,,,,,,,,,,,,,,,,,
546,2149.2813,2282.7698,3947.8711,0.256479863,0.272409426,2282.7698,0.178236234,0.425938966,15737.1123,0.007553491,480.5827484,31.43204768,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:52,,,,,,,,,,,,,,,,,,,,
547,2149.2361,2282.708,3947.8105,0.256479599,0.2724075,2282.708,0.17823675,0.425937626,15737.57066,0.007552702,480.5823822,31.43235351,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:53,,,,,,,,,,,,,,,,,,,,
548,2149.0054,2282.4736,3947.4063,0.256478675,0.272407787,2282.4736,0.178235944,0.425937683,15737.73512,0.007553473,480.5825996,31.43261401,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:54,,,,,,,,,,,,,,,,,,,,
549,2148.8867,2282.3711,3947.1462,0.256479241,0.272411201,2282.3711,0.178235103,0.425940074,15736.89909,0.007554805,480.5832321,31.43204086,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:55,,,,,,,,,,,,,,,,,,,,
550,2148.7451,2282.2246,3946.8862,0.256479119,0.272411537,2282.2246,0.178234886,0.425940282,15736.85995,0.007555057,480.5833242,31.43204106,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:56,,,,,,,,,,,,,,,,,,,,
551,2148.6729,2282.1387,3946.814,0.256477551,0.272408772,2282.1387,0.178234727,0.425938182,15737.80483,0.00755473,480.5829996,31.43285753,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:57,,,,,,,,,,,,,,,,,,,,
552,2148.5745,2282.0469,3946.6362,0.256477072,0.27240978,2282.0469,0.17823399,0.425938792,15737.71416,0.007555562,480.5832956,31.4328937,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:58,,,,,,,,,,,,,,,,,,,,
553,2148.4055,2281.8657,3946.3828,0.256475378,0.272407778,2281.8657,0.178233451,0.425937189,15738.5335,0.007555703,480.583155,31.4336625,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:28:59,,,,,,,,,,,,,,,,,,,,
554,2148.2737,2281.7373,3946.1182,0.256475712,0.272409516,2281.7373,0.178233058,0.425938412,15738.09678,0.007556351,480.5834692,31.43335616,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:00,,,,,,,,,,,,,,,,,,,,
555,2148.0864,2281.5291,3945.7957,0.256475336,0.27240801,2281.5291,0.178233333,0.42593734,15738.49602,0.007555849,480.5832117,31.43364908,6.62,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:01,,,,,,,,,,,,,,,,,,,,
556,2147.9692,2281.4219,3945.5752,0.256474966,0.272409681,2281.4219,0.178232433,0.425938414,15738.24303,0.00755694,480.5836305,31.43357398,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:02,,,,,,,,,,,,,,,,,,,,
557,2147.8733,2281.3228,3945.4614,0.256472972,0.272407893,2281.3228,0.178231588,0.42593691,15739.09117,0.007557392,480.5835861,31.43441351,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:03,,,,,,,,,,,,,,,,,,,,
558,2147.6414,2281.074,3944.9949,0.25647429,0.272408994,2281.074,0.178232176,0.425937849,15738.54726,0.007557053,480.5835984,31.43386813,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:04,,,,,,,,,,,,,,,,,,,,
559,2147.5557,2280.9976,3944.7979,0.256475054,0.272411552,2280.9976,0.178231804,0.425939691,15737.83865,0.007557821,480.5840147,31.43333064,6.63,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:05,,,,,,,,,,,,,,,,,,,,
560,2147.4573,2280.8879,3944.6931,0.256472886,0.272408631,2280.8879,0.178231249,0.425937396,15738.96066,0.007557822,480.5837581,31.43435574,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:06,,,,,,,,,,,,,,,,,,,,
561,2147.364,2280.7817,3944.5107,0.256473441,0.272408372,2280.7817,0.178231765,0.425937304,15738.87959,0.007557315,480.5836091,31.43420923,6.58,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:07,,,,,,,,,,,,,,,,,,,,
562,2147.1743,2280.5732,3944.2625,0.256470585,0.2724045,2280.5732,0.178231041,0.425934265,15740.36294,0.007557306,480.5832663,31.43556268,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:08,,,,,,,,,,,,,,,,,,,,
563,2147.062,2280.489,3944.0337,0.2564702,0.272408281,2280.489,0.178229345,0.425936763,15739.68135,0.007559468,480.5841377,31.43524948,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:09,,,,,,,,,,,,,,,,,,,,
564,2146.8997,2280.3044,3943.7825,0.256469136,0.272405692,2280.3044,0.178229502,0.425934856,15740.46879,0.007558887,480.5837654,31.43588564,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:10,,,,,,,,,,,,,,,,,,,,
565,2146.6838,2280.0747,3943.3684,0.256469684,0.272406228,2280.0747,0.178229718,0.425935299,15740.22655,0.007558785,480.5837871,31.43564982,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:11,,,,,,,,,,,,,,,,,,,,
566,2146.6501,2280.0234,3943.3337,0.256469325,0.272403995,2280.0234,0.178230276,0.425933737,15740.77074,0.007557906,480.5833715,31.43602094,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:12,,,,,,,,,,,,,,,,,,,,
567,2146.5439,2279.9382,3943.1572,0.25646791,0.272405789,2279.9382,0.178228538,0.42593474,15740.74509,0.007559767,480.5839933,31.43626386,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:13,,,,,,,,,,,,,,,,,,,,
568,2146.4424,2279.8291,3942.9729,0.256467884,0.272405607,2279.8291,0.178228586,0.425934613,15740.78885,0.007559693,480.5839588,31.43629326,6.65,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:14,,,,,,,,,,,,,,,,,,,,
569,2146.2273,2279.5933,3942.5667,0.256468448,0.27240533,2279.5933,0.178229116,0.425934509,15740.70942,0.007559172,480.5838044,31.43614608,6.59,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:15,,,,,,,,,,,,,,,,,,,,
570,2146.0845,2279.4563,3942.3521,0.256466535,0.272405052,2279.4563,0.178227772,0.425934038,15741.22839,0.007560329,480.5840684,31.43678555,6.6,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:16,,,,,,,,,,,,,,,,,,,,
571,2145.896,2279.2708,3942.0212,0.256465613,0.272405831,2279.2708,0.178226784,0.425934428,15741.29163,0.007561346,480.5843904,31.43698881,6.61,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:17,,,,,,,,,,,,,,,,,,,,
572,2145.7693,2279.1406,3941.79,0.256465431,0.272406161,2279.1406,0.178226524,0.425934624,15741.26788,0.007561635,480.5844914,31.43700847,6.63,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:18,,,,,,,,,,,,,,,,,,,,
573,2145.7356,2279.1226,3941.7551,0.256464058,0.272406829,2279.1226,0.178225236,0.425934873,15741.46283,0.007562902,480.584866,31.43736779,6.62,2:Δt out of range,INT : 60.00[Hz],SLOW,1,2025/6/19,15:29:19,,,,,,,,,,,,,,,,,,,,
